Alias	AvgSpotLen	BioSample	Experiment	INSDC_first_public	INSDC_last_update	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	SRA_accession	Sample_Name	collection_date	environment_biome	environment_feature	environment_material	geographic_location_country_and_or_sea	geographic_location_latitude	geographic_location_longitude	project_name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_checklist	INSDC_center_name	INSDC_status	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	Organism	Platform	SRA_Study	Title	geographic_location_depth	geographic_location_elevation	investigation_type	sequencing_method	soil_environmental_package
S295	489	SAMEA103893315	ERX1933893	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	43	28	2018-07-04	ERR1873368	ERS1582483	ERS1582483	SAMEA103893315 ERS1582483	2014/2015	-	-	soil	Norway	78.2471083	15.4619477	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S299	489	SAMEA103893316	ERX1933894	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	108	71	2018-07-04	ERR1873369	ERS1582484	ERS1582484	SAMEA103893316 ERS1582484	2014/2015	-	-	soil	Russia	48.30509	134.81162	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S302	489	SAMEA103893317	ERX1933895	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	73	46	2018-07-04	ERR1873370	ERS1582485	ERS1582485	SAMEA103893317 ERS1582485	2014/2015	-	-	soil	Greece	35.17795	24.93208	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S303	490	SAMEA103893318	ERX1933896	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	29	19	2018-07-04	ERR1873371	ERS1582486	ERS1582486	SAMEA103893318 ERS1582486	2014/2015	-	-	soil	Nigeria	8.762638889	3.766694444	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S306	490	SAMEA103893319	ERX1933897	2018-05-31T17:02:46Z	2017-03-07T09:41:48Z	2018-07-15	29	19	2018-07-04	ERR1873372	ERS1582487	ERS1582487	SAMEA103893319 ERS1582487	2014/2015	-	-	soil	Nigeria	8.767888889	3.765888889	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S309	490	SAMEA103893320	ERX1933898	2018-05-31T17:02:46Z	2017-03-07T09:41:48Z	2018-07-15	30	20	2018-07-04	ERR1873373	ERS1582488	ERS1582488	SAMEA103893320 ERS1582488	2014/2015	-	-	soil	Nigeria	8.769583333	3.766666667	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S323	490	SAMEA103893321	ERX1933899	2018-05-31T17:02:46Z	2017-03-07T09:41:48Z	2018-07-15	66	43	2018-07-04	ERR1873374	ERS1582489	ERS1582489	SAMEA103893321 ERS1582489	2014/2015	-	-	soil	USA	34.149	-116.434	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S324	489	SAMEA103893322	ERX1933900	2018-05-31T17:02:46Z	2017-03-07T09:41:48Z	2018-07-15	54	35	2018-07-04	ERR1873375	ERS1582490	ERS1582490	SAMEA103893322 ERS1582490	2014/2015	-	-	soil	USA	33.75	-117.686	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S348	489	SAMEA103893323	ERX1933901	2018-05-31T17:02:46Z	2017-03-07T09:41:48Z	2018-07-15	67	44	2018-07-04	ERR1873376	ERS1582491	ERS1582491	SAMEA103893323 ERS1582491	2014/2015	-	-	soil	Georgia	41.88556	44.77894	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S352	490	SAMEA103893324	ERX1933902	2018-05-31T17:02:46Z	2017-03-07T09:41:48Z	2018-07-15	77	51	2018-07-04	ERR1873377	ERS1582492	ERS1582492	SAMEA103893324 ERS1582492	2014/2015	-	-	soil	Colombia	3.907	-77.35	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S355	489	SAMEA103893325	ERX1933903	2018-05-31T17:02:46Z	2017-03-07T09:41:48Z	2018-07-15	78	51	2018-07-04	ERR1873378	ERS1582493	ERS1582493	SAMEA103893325 ERS1582493	2014/2015	-	-	soil	Iran	36.304	52.901	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S361	489	SAMEA103893326	ERX1933904	2018-05-31T17:02:46Z	2017-03-07T09:41:48Z	2018-07-15	75	49	2018-07-04	ERR1873379	ERS1582494	ERS1582494	SAMEA103893326 ERS1582494	2014/2015	-	-	soil	USA	47.884752	-124.597216	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S370	489	SAMEA103893327	ERX1933905	2018-05-31T17:02:46Z	2017-03-07T09:41:48Z	2018-07-15	67	43	2018-07-04	ERR1873380	ERS1582495	ERS1582495	SAMEA103893327 ERS1582495	2014/2015	-	-	soil	China	21.574	101.49	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S405	489	SAMEA103893328	ERX1933906	2018-05-31T17:02:46Z	2017-03-07T09:41:48Z	2018-07-15	90	58	2018-07-04	ERR1873381	ERS1582496	ERS1582496	SAMEA103893328 ERS1582496	2014/2015	-	-	soil	Australia	-19.0194	146.12023	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
AV123	490	SAMEA103900103	ERX1938498	2018-05-31T17:02:46Z	2017-03-09T13:37:40Z	2018-07-15	53	35	2018-07-04	ERR1877973	ERS1589271	ERS1589271	SAMEA103900103 ERS1589271	2014/2015	-	-	soil	Colombia	4.867	-75.25	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
